"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.692307208E0,3.929014572E1,-3.519930267E0,-8.718918915E0,4.039956692E1
2.702346209E0,4.199816437E1,-1.328442490E1,-9.870923309E0,4.514152060E1
2.712384208E0,4.200894196E1,-2.561129105E1,-8.907826080E0,5.000038799E1
2.722422208E0,4.213797363E1,-3.779924606E1,-5.468727722E0,5.687089596E1
2.732460208E0,4.090618515E1,-4.003394897E1,1.670975189E0,5.726102699E1
2.742499209E0,4.129462738E1,-3.274605423E1,8.942703552E0,5.345579730E1
2.752537208E0,4.486365555E1,-3.316997269E1,1.021820114E1,5.672218536E1
2.762575208E0,4.425726654E1,-3.761482956E1,7.547155609E0,5.857081698E1
2.772614209E0,4.125974991E1,-4.207345779E1,8.143066406E-1,5.893391136E1
2.782652208E0,3.598217468E1,-4.327171600E1,-4.646487579E0,5.646900165E1
2.792690208E0,2.972458740E1,-3.974594788E1,-5.254373474E0,4.990891613E1
2.802728208E0,2.526850388E1,-3.489962585E1,-2.724035339E0,4.317292602E1
2.812767208E0,2.241858032E1,-2.918870178E1,-2.791694641E-1,3.680558369E1
2.822805208E0,1.971295670E1,-2.309307770E1,2.711611176E0,3.048349938E1
2.832842708E0,1.577988556E1,-1.618374573E1,5.191504211E0,2.319202729E1
2.842880708E0,1.015563126E1,-7.506440277E0,5.294789429E0,1.369373167E1
2.852919708E0,3.902235260E0,2.015858002E0,4.409979401E0,6.224069555E0
2.862957709E0,-6.988966370E-1,9.607321472E0,3.100652161E0,1.011944298E1
2.872995708E0,-2.501148834E0,1.242625946E1,2.195783844E0,1.286425810E1
2.883033708E0,-2.543211365E0,1.150747009E1,2.248623962E0,1.199775403E1
2.893072709E0,-2.890788574E0,8.962013397E0,1.986668701E0,9.623990609E0
2.903110708E0,-3.845503235E0,4.825664978E0,1.429676971E0,6.333949309E0
2.913148708E0,-5.294939117E0,-1.754351807E-1,2.655477905E-1,5.304495583E0
2.923187708E0,-7.465275879E0,-3.631448364E0,-1.182690582E0,8.385494510E0
2.933225709E0,-9.729916534E0,-4.301155701E0,-2.549198914E0,1.093936155E1
2.943263708E0,-1.029409332E1,-3.302582245E0,-3.471431122E0,1.135456916E1
2.953301708E0,-8.990753632E0,-2.477797394E0,-3.080893250E0,9.821661469E0
2.963340709E0,-6.310577087E0,-2.640209656E0,-2.009122009E0,7.129562501E0
2.973378708E0,-3.493734741E0,-2.869682465E0,-6.367758179E-1,4.565823401E0
2.983416708E0,-9.773176575E-1,-2.443069611E0,9.940827942E-1,2.812817009E0
2.993454708E0,1.234033813E0,-1.773661652E0,2.899171143E0,3.615786003E0
3.003493708E0,2.957400055E0,-1.240919495E0,4.551285553E0,5.567790986E0
3.013531708E0,4.126169586E0,-8.030799866E-1,5.661676483E0,7.051580923E0
3.023569708E0,4.756808167E0,-3.007246399E-1,5.675896912E0,7.411711340E0
3.033607709E0,5.026098175E0,-3.442840576E-3,4.496349792E0,6.743799832E0
3.043646708E0,5.132975922E0,-1.356179810E-1,2.827170868E0,5.861631954E0
3.053684708E0,4.877906342E0,-3.721261597E-1,1.207688599E0,5.038944325E0
3.063722708E0,4.174668732E0,-6.866221619E-1,-2.630030823E-1,4.238924349E0
3.073760708E0,3.311264191E0,-9.587562561E-1,-1.448238373E0,3.739128038E0
3.083799708E0,2.033970337E0,-9.172924805E-1,-2.335892487E0,3.230302545E0
3.093837708E0,6.840774536E-1,-7.798782349E-1,-2.171085205E0,2.406196790E0
3.103875709E0,-2.387535095E-1,-8.967851257E-1,-1.260229340E0,1.565057439E0
3.113913708E0,-9.792636108E-1,-9.171427917E-1,-5.037025452E-1,1.433117013E0
3.123952708E0,-1.671723633E0,-9.476792908E-1,1.032852173E-2,1.921682237E0
3.133990709E0,-2.066752167E0,-1.290765839E0,2.362088013E-1,2.448128993E0
3.144028708E0,-2.210004272E0,-1.486858063E0,2.351609802E-1,2.673979519E0
3.154067708E0,-2.024989014E0,-1.525477753E0,4.143383789E-1,2.568917899E0
3.164105708E0,-1.450483704E0,-1.629511414E0,5.613327026E-1,2.252621767E0
3.174143709E0,-8.059240723E-1,-1.609902191E0,3.204835510E-1,1.828663004E0
3.184181708E0,-5.523513794E-2,-1.499731293E0,-2.363584900E-1,1.519246592E0
3.194220708E0,5.616320801E-1,-1.405876465E0,-8.164022827E-1,1.720009278E0
3.204258709E0,6.400689697E-1,-1.224154358E0,-1.227297821E0,1.847837146E0
3.214296708E0,3.728746033E-1,-1.077758789E0,-1.453776855E0,1.847719303E0
